SPASE_AlternateName,HelioData_long_name
"['Kanozan', 'IAGA:KNZ']",IAGA:KNZ
"['Kap.Tobin', 'IAGA:KTG']",Kap.Tobin
"['Karachi', 'IAGA:KRC']",IAGA:KRC
"['Karavia', 'IAGA:KVA']",IAGA:KVA
"['Karmakuli', 'IAGA:KAR']",Karmakuli
"['Karsani', 'IAGA:KAS']",IAGA:KAS
"['Kashi', 'IAGA:KSH']",IAGA:KSH
"['Katuura', 'IAGA:KAT']",IAGA:KAT
"['Keetmanshoop', 'IAGA:KEE']",Keetmanshoop
"['Keles', 'IAGA:KEL']",IAGA:KEL
"['Kem', 'IAGA:KEM']",IAGA:KEM
"['Kerguelen', 'IAGA:KGL']",Kerguelen
"['Kew', 'IAGA:KEW']",IAGA:KEW
"['Key.West', 'IAGA:KWT']",Key.West
"['Khabarovsk', 'IAGA:KHB']",Khabarovsk
"['Kharasavey', 'IAGA:KHS']",Kharasavey
"['Kiel', 'IAGA:KIE']",IAGA:KIE
"['King.George.Island', 'IAGA:KGI']",King.George.Island
"['King.Point', 'IAGA:KPT']",King.Point
"['Kinguafjord', 'IAGA:KGF']",Kinguafjord
"['Kiruna', 'IAGA:KIR']",IAGA:KIR
"['Klagenfurt', 'IAGA:KFT']",Klagenfurt
"['Klyuchi', 'IAGA:KLY']",IAGA:KLY
"['Kodaikanal', 'IAGA:KOD']",Kodaikanal
"['Kontagora', 'IAGA:KNT']",Kontagora
"['Korets', 'IAGA:KTS']",IAGA:KTS
"['Koror', 'IAGA:KOR']",IAGA:KOR
"['Kotzebue', 'IAGA:KOT']",Kotzebue
"['Kourou', 'IAGA:KOU']",IAGA:KOU
"['Krakau', 'IAGA:CRA']",IAGA:CRA
"['Krasnaya.Pakhra', 'IAGA:MOS']",Krasnaya.Pakhra
"['Kremsmunster', 'IAGA:KRE']",Kremsmunster
"['Ksara', 'IAGA:KSA']",IAGA:KSA
"['Kuchino', 'IAGA:KTC']",IAGA:KTC
"['Kumasi', 'IAGA:KUM']",IAGA:KUM
"['Kupang', 'IAGA:KUP']",IAGA:KUP
"['Kuyper', 'IAGA:KUY']",IAGA:KUY
"['Kwajalein', 'IAGA:KWJ']",Kwajalein
"['Kzil-Agach', 'IAGA:KZA']",Kzil-Agach
"['La.Maddalena', 'IAGA:LMD']",La.Maddalena
"['La.Paz', 'IAGA:LPB']",IAGA:LPB
"['La.Quiaca', 'IAGA:LQA']",La.Quiaca
"['Langenberg.And.Bochum', 'IAGA:BOC']",Langenberg.And.Bochum
"['Lanzhou', 'IAGA:LZH']",IAGA:LZH
"[""L'Aquila"", 'IAGA:AQU']",L'Aquila
"['Las.Acacias', 'IAGA:LAS']",Las.Acacias
"['Lauder', 'IAGA:LAU']",IAGA:LAU
"['Lazarev', 'IAGA:LZV']",IAGA:LZV
"['Leadville', 'IAGA:LDV']",Leadville
"['Learmonth', 'IAGA:LRM']",Learmonth
"['Leduc', 'IAGA:LED']",IAGA:LED
"['Leirvogur', 'IAGA:LRV']",Leirvogur
"['Lerwick', 'IAGA:LER']",IAGA:LER
"['Lhasa', 'IAGA:LSA']",IAGA:LSA
"['Lisbon', 'IAGA:LIS']",IAGA:LIS
"['Little.America', 'IAGA:LAA']",Little.America
"['Livingston.Island', 'IAGA:LIV']",Livingston.Island
"['Logrono', 'IAGA:LGR']",IAGA:LGR
"['Lompoc', 'IAGA:LOC']",IAGA:LOC
"['Murmansk', 'IAGA:MMK']",Murmansk
"['Loring.AFB', 'IAGA:LOB']",Loring.AFB
"['Los.Angeles', 'IAGA:LOS']",Los.Angeles
"['Lourenco.Marques', 'IAGA:LMM']",Lourenco.Marques
"['Lovo', 'IAGA:LOV']",IAGA:LOV
"['Lovozero', 'IAGA:LOZ']",Lovozero
"['Luanda', 'IAGA:LUA']",IAGA:LUA
"['Lubeck', 'IAGA:LUB']",IAGA:LUB
"['Lucky.Lake', 'IAGA:LUC']",Lucky.Lake
"['Lukiapang-1', 'IAGA:LKP']",Lukiapang-1
"['Lukiapang-2', 'IAGA:LUK']",Lukiapang-2
"['Lunping', 'IAGA:LNP']",IAGA:LNP
"['Lvov', 'IAGA:LVV']",IAGA:LVV
"['Lwiro', 'IAGA:LWI']",IAGA:LWI
"['Lynn.Lake', 'IAGA:LYN']",Lynn.Lake
"['Macquarie.Island', 'IAGA:MCQ']",Macquarie.Island
"['Madras', 'IAGA:MDS']",IAGA:MDS
"['Madrid', 'IAGA:MDD']",IAGA:MDD
"['Magadan', 'IAGA:MGD']",IAGA:MGD
"['Magallanes', 'IAGA:MGS']",Magallanes
"['Maisach-1', 'IAGA:MAS']",Maisach-1
"['Maisach-2', 'IAGA:MSC']",Maisach-2
"['Vladivostok', 'IAGA:MAI']",Vladivostok
"['Majuro', 'IAGA:MJR']",IAGA:MJR
"['Makerstoun', 'IAGA:MAK']",Makerstoun
"['Malyye.Karmakuly', 'IAGA:MKL']",Malyye.Karmakuly
"['Manado', 'IAGA:MND']",IAGA:MND
"['Manhay', 'IAGA:MAB']",IAGA:MAB
"['Manila', 'IAGA:MAN']",IAGA:MAN
"['Manzhouli', 'IAGA:MZL']",Manzhouli
"['Marion.Island', 'IAGA:MRN']",Marion.Island
"['Martin.De.Vivies', 'IAGA:AMS']",Martin.De.Vivies
"['Matochkin.Shar', 'IAGA:MSR']",Matochkin.Shar
"['Mauritius', 'IAGA:MRI']",Mauritius
"['Mawson', 'IAGA:MAW']",IAGA:MAW
"['MBour', 'IAGA:MBO']",IAGA:MBO
"['Mcmath-Hulbert', 'IAGA:MMH']",Mcmath-Hulbert
"['Mcmurdo', 'IAGA:MCM']",IAGA:MCM
"['Meanook', 'IAGA:MEA']",IAGA:MEA
"['Melbourne', 'IAGA:MEL']",Melbourne
"['Melville.AFB', 'IAGA:MEV']",Melville.AFB
"['Memambetsu', 'IAGA:MMB']",Memambetsu
"['Mexico.City', 'IAGA:MEX']",Mexico.City
"['Midway-1', 'IAGA:MDY']",Midway-1
"['Midway-2', 'IAGA:MID']",Midway-2
"['Mikolow', 'IAGA:BMK']",IAGA:BMK
"['Minamitory.Shima', 'IAGA:MIN']",Minamitory.Shima
"['Minneapolis', 'IAGA:MNN']",Minneapolis
"['Pleshenitzi', 'IAGA:MNK']",Pleshenitzi
"['Mirny', 'IAGA:MIR']",IAGA:MIR
"['Misallat', 'IAGA:MLT']",Misallat
"['Miyazu', 'IAGA:MIU']",IAGA:MIU
"['Mizuho', 'IAGA:MIO']",IAGA:MIO
"['Mizusawa', 'IAGA:MIZ']",Mizusawa
"['Mo.He', 'IAGA:MOH']",IAGA:MOH
"['Moca', 'IAGA:MFP']",IAGA:MFP
"['Modiim', 'IAGA:MOD']",IAGA:MOD
"['Mogadiscio', 'IAGA:MOG']",Mogadiscio
"['Molodezhnaya', 'IAGA:MOL']",Molodezhnaya
"['Moskva', 'IAGA:MSK']",IAGA:MSK
"['Mould.Bay', 'IAGA:MBC']",Mould.Bay
"['Mount.Weather', 'IAGA:MWR']",Mount.Weather
"['Mt.Clemens', 'IAGA:MCL']",Mt.Clemens
"['Mt.Wilson', 'IAGA:MWC']",Mt.Wilson
"['Munchen', 'IAGA:MNH']",IAGA:MNH
"['Muntinlupa', 'IAGA:MUT']",Muntinlupa
"['Murchison.Bay', 'IAGA:MUB']",Murchison.Bay
"['Murmansk', 'IAGA:MRM']",Murmansk
"['Nagpur', 'IAGA:NGP']",IAGA:NGP
"['Nagycenk', 'IAGA:NCK']",Nagycenk
"['Nairobi', 'IAGA:NAI']",IAGA:NAI
"['Nampula', 'IAGA:NMP']",IAGA:NMP
"['Nanortalik', 'IAGA:NNT']",Nanortalik
"['Nantes', 'IAGA:NTS']",IAGA:NTS
"['Narssarssuaq', 'IAGA:NAQ']",Narssarssuaq
"['Nerchinsk', 'IAGA:NER']",Nerchinsk
"['Neufahrwasser', 'IAGA:NFW']",Neufahrwasser
"['VNA', 'IAGA:VNA']",IAGA:VNA
"['New.Alesund', 'IAGA:NAL']",New.Alesund
"['New.Year.Island', 'IAGA:NYI']",New.Year.Island
"['Newport', 'IAGA:NEW']",IAGA:NEW
"['Nice', 'IAGA:NCE']",IAGA:NCE
"['Nida', 'IAGA:NDA']",IAGA:NDA
"['Niemegk', 'IAGA:NGK']",IAGA:NGK
"['Nitsanim', 'IAGA:NSM']",Nitsanim
"['Nizhnedevitsk', 'IAGA:NNV']",Nizhnedevitsk
"['Nord', 'IAGA:NRD']",IAGA:NRD
"['Norilsk', 'IAGA:NOK']",IAGA:NOK
"['Norman.Wells', 'IAGA:NOW']",Norman.Wells
"['North.Pole.10', 'IAGA:NPJ']",North.Pole.10
"['North.Pole.12', 'IAGA:NPL']",North.Pole.12
"['North.Pole.13', 'IAGA:NPM']",North.Pole.13
"['North.Pole.6', 'IAGA:NPF']",North.Pole.6
"['North.Pole.7', 'IAGA:NPG']",North.Pole.7
"['North.Pole.8', 'IAGA:NPH']",North.Pole.8
"['Northway', 'IAGA:NRW']",Northway
"['Norway.House', 'IAGA:NHO']",Norway.House
"['Norway.Station', 'IAGA:NWS']",Norway.Station
"['Novokazalinsk', 'IAGA:NKK']",Novokazalinsk
"['Novolazarevskaya', 'IAGA:NVL']",Novolazarevskaya
"['Novosibirsk', 'IAGA:NVS']",Novosibirsk
"['Numto', 'IAGA:NMT']",IAGA:NMT
"['Nurmijarvi', 'IAGA:NUR']",Nurmijarvi
"['Oasis', 'IAGA:OAS']",IAGA:OAS
"['Odessa', 'IAGA:ODA']",IAGA:ODA
"[""O'Gyalia"", 'IAGA:OGY']",O'Gyalia
"['Okinawa', 'IAGA:OKN']",IAGA:OKN
"['Onagawa', 'IAGA:ONW']",IAGA:ONW
"['Orange.Bay', 'IAGA:ORB']",Orange.Bay
"['Orcadas.Del.Sur', 'IAGA:ORC']",Orcadas.Del.Sur
"['Oslo', 'IAGA:OSL']",IAGA:OSL
"['Otomari', 'IAGA:OTM']",IAGA:OTM
"['Ottawa', 'IAGA:OTT']",IAGA:OTT
"['Oulujarvi', 'IAGA:OUL']",Oulujarvi
"['Palau', 'IAGA:PLA']",IAGA:PLA
"['Palmyra.Island', 'IAGA:PAI']",Palmyra.Island
"['Panagyurishte', 'IAGA:PAG']",Panagyurishte
"['Papeete', 'IAGA:PPT']",IAGA:PPT
"['Paramaribo', 'IAGA:PAB']",Paramaribo
"['Petropavlovsk', 'IAGA:PET']",Petropavlovsk
"['Patacamaya', 'IAGA:PTY']",Patacamaya
"['Patrick', 'IAGA:PAT']",IAGA:PAT
"['Irkoutsk', 'IAGA:IRT']",Irkoutsk
"['Pebek', 'IAGA:PBK']",IAGA:PBK
"['Pedeli', 'IAGA:PEG']",IAGA:PEG
"['Peking.1', 'IAGA:PEK']",Peking.1
"['Penang', 'IAGA:PNN']",IAGA:PNN
"['Perpignan', 'IAGA:PER']",Perpignan
"['Petsamo', 'IAGA:PTS']",IAGA:PTS
"['Philadelphia', 'IAGA:PGC']",Philadelphia
"['Phutuy', 'IAGA:PHU']",IAGA:PHU
"['Pilar', 'IAGA:PIL']",IAGA:PIL
"['Pionerskaya', 'IAGA:PIO']",Pionerskaya
"['Pitlekaya', 'IAGA:PTL']",Pitlekaya
"['Plaisance', 'IAGA:PLS']",Plaisance
"['Plateau', 'IAGA:PTU']",IAGA:PTU
"['Podkamenaya.Tunguska', 'IAGA:POD']",Podkamenaya.Tunguska
"['Poker.Flat', 'IAGA:POK']",Poker.Flat
"['Pola', 'IAGA:POL']",IAGA:POL
"['Pondicherry', 'IAGA:PND']",Pondicherry
"['Port.Aux.Francais', 'IAGA:PAF']",Port.Aux.Francais
"['Port.Foulke', 'IAGA:PFK']",Port.Foulke
"[""Port.Jeanne.D'Arc"", 'IAGA:PJA']",Port.Jeanne.D'Arc
"['Port.Moresby', 'IAGA:PMG']",Port.Moresby
"['Port.Stanley', 'IAGA:PST']",Port.Stanley
"['Poste.De.La.Baleine', 'IAGA:PBQ']",Poste.De.La.Baleine
"['Potsdam', 'IAGA:POT']",IAGA:POT
"['Prague', 'IAGA:PRA']",IAGA:PRA
"['Preobrazhenia', 'IAGA:PRE']",Preobrazhenia
"['Price', 'IAGA:PCU']",IAGA:PCU
"['Pruhonice', 'IAGA:PRU']",Pruhonice
"['Qianling', 'IAGA:QIX']",Qianling
"['Qiongzhong', 'IAGA:QGZ']",Qiongzhong
"['Qsaybeh', 'IAGA:QSB']",IAGA:QSB
"['Quanzhou', 'IAGA:QZH']",Quanzhou
"['Quetta', 'IAGA:QUE']",IAGA:QUE
"['Raciborg', 'IAGA:RAC']",Raciborg
"['Rankin.Inlet', 'IAGA:RIT']",Rankin.Inlet
"['Rapid.City', 'IAGA:RPC']",Rapid.City
"['Refuge.Harbour', 'IAGA:RFH']",Refuge.Harbour
"['Regensberg', 'IAGA:REG']",Regensberg
"['Resolute.Bay', 'IAGA:RES']",Resolute.Bay
"['Rio.De.Janeiro', 'IAGA:RDJ']",Rio.De.Janeiro
"['Roburent', 'IAGA:ROB']",Roburent
"['Roi.Baudouin', 'IAGA:RBD']",Roi.Baudouin
"['Rostock', 'IAGA:ROK']",IAGA:ROK
"['Rostov.On.Don', 'IAGA:ROD']",Rostov.On.Don
"['Rude.Skov', 'IAGA:RSV']",Rude.Skov
"['Rybachy', 'IAGA:RYB']",IAGA:RYB
"['Las.Mesas', 'IAGA:TEN']",Las.Mesas
"['Sabhawala', 'IAGA:SAB']",Sabhawala
"['Sable.Island', 'IAGA:SBL']",Sable.Island
"['Sachs.Harbour', 'IAGA:SAH']",Sachs.Harbour
"['Sagastyr', 'IAGA:SAG']",Sagastyr
"['Saint.Maur', 'IAGA:PSM']",Saint.Maur
"['San.Fernando', 'IAGA:SFS']",San.Fernando
"['San.Jose.Dos.Campos', 'IAGA:SJB']",San.Jose.Dos.Campos
"['San.Jose.Las.Lajas', 'IAGA:SJL']",San.Jose.Las.Lajas
"['San.Juan.1-2-3', 'IAGA:SJG']",San.Juan.1-2-3
"['San.Miguel', 'IAGA:SMG']",San.Miguel
"['San.Pablo.De.Los.Montes', 'IAGA:SPT']",San.Pablo.De.Los.Montes
"['Sanae', 'IAGA:SNA']",IAGA:SNA
"['Santiago', 'IAGA:SNT']",Santiago
"['Sanya', 'IAGA:SAN']",IAGA:SAN
"['Saskatoon', 'IAGA:SAS']",Saskatoon
"['Scoresby.Sund', 'IAGA:SCO']",Scoresby.Sund
"['Scott.Base', 'IAGA:SBA']",Scott.Base
"['Sdr.Stromfjord', 'IAGA:STF']",Sdr.Stromfjord
"['Seddin', 'IAGA:SED']",IAGA:SED
"['Seoul', 'IAGA:SEO']",IAGA:SEO
"['Seykha', 'IAGA:SEY']",IAGA:SEY
"['Shatsk', 'IAGA:SHT']",IAGA:SHT
"['She-Shan', 'IAGA:SSH']",She-Shan
"['Shepherd.Bay', 'IAGA:SHB']",Shepherd.Bay
"['Shillong', 'IAGA:SHL']",Shillong
"['Shumagin', 'IAGA:SHU']",Shumagin
"['Sidmouth', 'IAGA:SDH']",Sidmouth
"['Silchar', 'IAGA:SIL']",IAGA:SIL
"['Simferopol', 'IAGA:SIM']",Simferopol
"['Simosato', 'IAGA:SSO']",Simosato
"['Singapore', 'IAGA:SIN']",Singapore
"['Siple', 'IAGA:SPL']",IAGA:SPL
"['Sitka', 'IAGA:SIT']",IAGA:SIT
"['Slutsk', 'IAGA:SLU']",IAGA:SLU
"['Sodankyla', 'IAGA:SOD']",Sodankyla
"['Sogra', 'IAGA:SOG']",IAGA:SOG
"['Sonmiani', 'IAGA:SON']",Sonmiani
"['Soroa', 'IAGA:SOR']",IAGA:SOR
"['South.Georgia', 'IAGA:SGE']",South.Georgia
"['South.Pole', 'IAGA:SPA']",South.Pole
"['South.Uist', 'IAGA:SOU']",South.Uist
"['Spitsbergen', 'IAGA:SPB']",Spitsbergen
"['Srednikan', 'IAGA:SRE']",Srednikan
"['Srobarova', 'IAGA:SRO']",Srobarova
"['St.Helier', 'IAGA:STH']",St.Helier
"[""St.John's"", 'IAGA:STJ']",St.John's
"['St..Petersburg', 'IAGA:SPE']",St..Petersburg
"['Stepanovka', 'IAGA:ODE']",Stepanovka
"['Stettin-Zabelsdorf', 'IAGA:SZA']",Stettin-Zabelsdorf
"['Stonyhurst', 'IAGA:STO']",Stonyhurst
"['Sudbury', 'IAGA:SUB']",IAGA:SUB
"['Sukkertoppen', 'IAGA:SKT']",Sukkertoppen
"['Surlari', 'IAGA:SUA']",IAGA:SUA
"['Sveagruva', 'IAGA:SVG']",Sveagruva
"['Yekaterinburg', 'IAGA:SVE']",Yekaterinburg
"['Swider', 'IAGA:SWI']",IAGA:SWI
"['Sydney', 'IAGA:SYD']",IAGA:SYD
"['Syowa.Base', 'IAGA:SYO']",Syowa.Base
"['Tacubaya', 'IAGA:TAC']",Tacubaya
"['Tahiti', 'IAGA:TAH']",IAGA:TAH
"['Taihoku', 'IAGA:TAP']",IAGA:TAP
"['Talara', 'IAGA:TAL']",IAGA:TAL
"['Talkeetna', 'IAGA:TLK']",Talkeetna
"['Tamanrasset', 'IAGA:TAM']",Tamanrasset
"['Tambey', 'IAGA:TMB']",IAGA:TMB
"['Tampa', 'IAGA:TPA']",IAGA:TPA
"['Tangerang', 'IAGA:TNG']",Tangerang
"['Tashkent-1', 'IAGA:TAS']",Tashkent-1
"['Yangi-Bazar', 'IAGA:TKT']",Yangi-Bazar
"['Tasiusak', 'IAGA:TSK']",Tasiusak
"[""Tate's.Cairn"", 'IAGA:TCN']",Tate's.Cairn
"['Tatuoca', 'IAGA:TTB']",IAGA:TTB
"['Teheran', 'IAGA:TEH']",IAGA:TEH
"['Tellnitz', 'IAGA:TEL']",Tellnitz
"['Teoloyucan', 'IAGA:TEO']",Teoloyucan
"['Teplitz.Bay', 'IAGA:TPB']",Teplitz.Bay
"['Terra.Nova.Bay', 'IAGA:TNB']",Terra.Nova.Bay
"['Terre.Adelie', 'IAGA:TAA']",Terre.Adelie
"['Tevriz', 'IAGA:TEV']",IAGA:TEV
"['Thompson', 'IAGA:TMP']",Thompson
"['Dundas', 'IAGA:THD']",IAGA:THD
"['Camp.Tuto', 'IAGA:THU']",Camp.Tuto
"['Qanaq', 'IAGA:THL']",IAGA:THL
"['Tiflis', 'IAGA:TIF']",IAGA:TIF
"['Tihany', 'IAGA:THY']",IAGA:THY
"['Tikhaya.Bay', 'IAGA:TKH']",Tikhaya.Bay
"['Tiouine', 'IAGA:TIO']",IAGA:TIO
"['Tiruchirapalli', 'IAGA:TIP']",Tiruchirapalli
"['Tirunelveli', 'IAGA:TIR']",Tirunelveli
"['Tixie.Bay', 'IAGA:TIK']",Tixie.Bay
"['Tokyo', 'IAGA:TOK']",IAGA:TOK
"['Toledo', 'IAGA:TOL']",IAGA:TOL
"['Tomsk', 'IAGA:TMK']",IAGA:TMK
"['Tondano', 'IAGA:TND']",IAGA:TND
"['Tonghai', 'IAGA:THJ']",IAGA:THJ
"['Toolangi', 'IAGA:TOO']",Toolangi
"['Toronto', 'IAGA:TOR']",IAGA:TOR
"['Toulouse', 'IAGA:TLS']",Toulouse
"['Toungoo', 'IAGA:TGO']",IAGA:TGO
"['Toyoharanew', 'IAGA:TOH']",Toyoharanew
"['Trelew', 'IAGA:TRW']",IAGA:TRW
"['Trivandrum', 'IAGA:TRD']",Trivandrum
"['Tromso', 'IAGA:TRO']",IAGA:TRO
"['Qingdao', 'IAGA:TSI']",IAGA:TSI
"['Tsumeb', 'IAGA:TSU']",IAGA:TSU
"['Tucson', 'IAGA:TUC']",IAGA:TUC
"['Tulsa', 'IAGA:TUL']",IAGA:TUL
"['Tungsten', 'IAGA:TST']",Tungsten
"['Tuntungan', 'IAGA:TUN']",Tuntungan
"['Uccle', 'IAGA:UCC']",IAGA:UCC
"['Ugut', 'IAGA:UGT']",IAGA:UGT
"['Ujjain', 'IAGA:UJJ']",IAGA:UJJ
"['Ukhta', 'IAGA:UKH']",IAGA:UKH
"['Ulan.Bator', 'IAGA:UBA']",Ulan.Bator
"['Umba', 'IAGA:UMA']",IAGA:UMA
"['Uppsala.1', 'IAGA:UPP']",Uppsala.1
"['Uppsala.2', 'IAGA:UPS']",Uppsala.2
"['Uranium.City', 'IAGA:URC']",Uranium.City
"['Urumqi', 'IAGA:WMQ']",IAGA:WMQ
"['Utrecht', 'IAGA:UTR']",IAGA:UTR
"['Val.Joyeux', 'IAGA:VLJ']",Val.Joyeux
"['Valentia', 'IAGA:VAL']",Valentia
"['Van.Rensselaer', 'IAGA:VAN']",Van.Rensselaer
"['Vassouras', 'IAGA:VSS']",Vassouras
"['Victoria', 'IAGA:VIC']",Victoria
"['Vieques', 'IAGA:VQS']",IAGA:VQS
"['Villa.Remedios', 'IAGA:VRE']",Villa.Remedios
"['Visakhapatnam', 'IAGA:VSK']",Visakhapatnam
"['Voeikovo', 'IAGA:LNN']",Voeikovo
"['Voroshilov', 'IAGA:VOR']",Voroshilov
"['Vostok', 'IAGA:VOS']",IAGA:VOS
"['Vykhodnoy', 'IAGA:VYK']",Vykhodnoy
"['Vysokaya.Dubrava', 'IAGA:SVD']",Vysokaya.Dubrava
"['Wake.Island', 'IAGA:WKE']",Wake.Island
"['Warnkenhagen', 'IAGA:WRH']",Warnkenhagen
"['Warsaw', 'IAGA:WSW']",IAGA:WSW
"['Washington', 'IAGA:WDC']",Washington
"['Watheroo', 'IAGA:WAT']",Watheroo
"['Weston', 'IAGA:WES']",IAGA:WES
"['White.Shell', 'IAGA:WHS']",White.Shell
"['Wien', 'IAGA:WIK']",IAGA:WIK
"['Wien-Auhof', 'IAGA:WIA']",Wien-Auhof
"['Wien-Kobenzl', 'IAGA:WIK']",Wien-Kobenzl
"['Wilhelmshaven', 'IAGA:WLH']",Wilhelmshaven
"['Wilkes', 'IAGA:WIL']",IAGA:WIL
"['Wingst', 'IAGA:WNG']",IAGA:WNG
"['Winnipeg', 'IAGA:WNP']",Winnipeg
"['Witteveen', 'IAGA:WIT']",Witteveen
"['Wuhan', 'IAGA:WHN']",IAGA:WHN
"['Wustrow', 'IAGA:WUS']",IAGA:WUS
"['Yakutsk', 'IAGA:YAK']",IAGA:YAK
"['Yangi.Bazar', 'IAGA:TKT']",Yangi.Bazar
"['Yauca', 'IAGA:YAU']",IAGA:YAU
"['Yellowknife', 'IAGA:YKC']",Yellowknife
"['Yuzhno.Sakhalinsk', 'IAGA:YSS']",Yuzhno.Sakhalinsk
"['Yuzhny.Shar', 'IAGA:YSH']",Yuzhny.Shar
"['Kazan', 'IAGA:KZN']",IAGA:KZN
"['Zaria', 'IAGA:ZAR']",IAGA:ZAR
"['Zhong.Shan', 'IAGA:ZHS']",Zhong.Shan
"['Zi.Ka.Wei', 'IAGA:ZKW']",Zi.Ka.Wei
"['Zinzen', 'IAGA:ZIN']",IAGA:ZIN
"['Zo.Se', 'IAGA:ZSC']",IAGA:ZSC
"['Zuy', 'IAGA:ZUY']",IAGA:ZUY
[''],Interstellar Boundary Explorer
['ICESTAR Ground Observatory Group'],ICESTAR Ground Observatory Group
[''],AGO P1
[''],AGO P2
[''],AGO P3
[''],AGO P4
[''],AGO P5
[''],AGO P6
[''],Gakona
[''],Iqaluit
[''],McMurdo
[''],South Pole
"['ICON', '44628']",Ionospheric Connection
['IGPP LANL magnetometer chain'],IGPP LANL magnetometer chain
[''],IGPP-LANL Air Force Academy Magnetometer
[''],IGPP-LANL Boulder Magnetometer
[''],IGPP-LANL Cambridge Magnetometer
[''],IGPP-LANL Crete Magnetometer
[''],IGPP-LANL Jicamarca Magnetometer
[''],IGPP-LANL Los Alamos National Laboratory Magnetometer
[''],IGPP-LANL Rapid City Magnetometer
[''],IGPP-LANL San Gabriel Dam Magnetometer
[''],IGPP-LANL SE Louisiana University Magnetometer
[''],IGPP-LANL Table Mountain Magnetometer
[''],IGPP-LANL Teoloyucan Magnetometer
['International GPS Service'],International GNSS Service
['IIG'],IIG
"['2000-017A', 'MIDEX/IMAGE', 'Imager for Magnetopause-to-Aurora Global Exploration', 'Explorer 78']",Imager for Magnetopause-to-Aurora Global Exploration
[''],IMP Spacecraft Series
"['1967-051A', 'IMP-F', 'Explorer 34']",Explorer 34
"['1969-053A', 'IMP-G', 'Explorer 41']",Explorer 41
"['1971-019A', 'Explorer 43', 'IMP-I']",Explorer 43
"['1972-073A', 'Explorer 47', 'IMP-H']",Explorer 47
"['IMP-J', 'Explorer 50', '1973-078A']",Explorer 50
"['Explorer 40', 'Injun-C']",Explorer 40
"['1995-039A', 'Interball Tail Probe', 'Prognoz 11']",Interball Tail Probe
"['1996-050C', 'Auroral Probe', 'Prognoz 2M', 'Interball Auroral Probe', 'Prognoz 12']",Interball Auroral Probe
[''],Interball Auroral
[''],Interball Tail
[''],IRIDIUM
[''],IRIDIUM_1_70
['2013-033A'],Interface Region Imaging Spectrograph
[''],International Sun-Earth Explorer
"['1977-102A', 'International Sun-Earth Explorer-A', 'Explorer 56', 'ISEE-A']",International Sun-Earth Explorer-A
"['1977-102B', 'International Sun-Earth Explorer-B', 'ISEE-B']",International Sun-Earth Explorer-B
"['1978-079A', 'International Sun-Earth Explorer-C', 'ISEE-C', 'International Cometary Explorer', 'ICE', 'Explorer 59']",International Sun-Earth Explorer-C
['International Sats for Ionosph Studies'],International Sats for Ionosph Studies
"['1969-009A', 'International Sats for Ionosph Studies', 'ISIS-A']",International Sats for Ionosph Studies
"['1971-024A', 'International Sats for Ionosph Studies', 'ISIS-B']",International Sats for Ionosph Studies
[''],ISLL
[''],International Space Station
[''],JSPO
['Juno Orbiter'],Juno Orbiter
[''],Kaguya (SELENE)
['KP'],KP
[''],Korean Multi-Purpose Satellite (KOMPSAT-1)
[''],KSO
[''],LANL Spacecraft Series
[''],LANL01A
[''],LANL02A
['1989-046'],1989-046
['1990-095'],1990-095
['1991-080'],1991-080
['1994-084'],1994-084
['LANL-97A'],LANL-97A
['LANL-01A'],LANL-01A
['LANL-02sA'],LANL-02sA
['LANL-97'],LANL-97
[''],LOFAR
"['1995-039F', 'S2-X', 'Tail Subsatellite S2-X', 'Interball S2-X']",Tail Subsatellite S2-X
"['1979-094A', 'Explorer 61']",Explorer 61
[''],Mariner 10
[''],Mars Express
['Curiosity'],Mars Science Laboratory
['MAVEN'],Mars Atmosphere and Volatile EvolutioN
[''],Mid-continent Magnetoseismic Chain (McMAC) Americus Station
[''],Mid-continent Magnetoseismic Chain (McMAC) Bennington Station
[''],Mid-continent Magnetoseismic Chain (McMAC) Glyndon Station
[''],Mid-continent Magnetoseismic Chain (McMAC) Linares Station
[''],Mid-continent Magnetoseismic Chain (McMAC) Lyford Station
[''],Mid-continent Magnetoseismic Chain (McMAC) Purcell Station
[''],Mid-continent Magnetoseismic Chain (McMAC) Richardson Station
[''],Mid-continent Magnetoseismic Chain (McMAC) San Antonio Station
[''],Mid-continent Magnetoseismic Chain (McMAC) Worthington Station
"['MEASURE Observatory Chain', 'The observatory group created to represent the chain of stations in the MEASURE Array.']",The observatory group created to represent the chain of stations in the MEASURE Array.
[''],Applied Physics Lab Geomagnetic Observatory
[''],Bullcreek Observatory Geomagnetic Observatory
[''],Clarkson University Geomagnetic Observatory
[''],Darksky Observatory Geomagnetic Observatory
[''],Grafton Test Facility Geomagnetic Observatory
[''],The Jacksonville University Geomagnetic Observatory.
[''],The Millstone Hill Geomagnetic Observatory.
[''],The University of South Carolina Geomagnetic Observatory.
"['Mercury Surface, Space Environment, Geochemistry and Ranging']","Mercury Surface, Space Environment, Geochemistry and Ranging"
[''],MetOp-A
[''],MetOp-A
[''],Observatoire de Paris (Meudon site)
"['1996-062A', 'MGS', '1996-062A']",Mars Global Surveyor
[''],Magnetosphere-Ionosphere Coupling in the Alfvén resonator (MICA)
[''],Magnetospheric Multiscale
[''],MMS-1
[''],MMS-2
[''],MMS-3
[''],MMS-4
